,Airline,Source,Destination,Additional_Info,Price,month,Weekday,Dep_hour,Dep_min,Arrival_hour,Dur_hour,Dur_min,Arrival_min2,Stop1,Stop2,Stop3,Stop4,Total_stops1
5400,3,2,1,8,6412,6,4,14,20,22,8,10,30,3,20,6,13,1
5401,1,3,0,8,6245,4,3,14,15,16,2,30,45,2,5,29,13,0
5402,1,2,1,8,9968,6,0,19,45,19,23,30,15,3,0,4,5,2
5403,6,2,1,5,18260,3,5,2,15,12,10,40,55,3,7,6,13,1
5404,3,0,5,8,8855,3,3,18,25,21,2,55,20,0,13,29,13,0
5405,4,3,0,5,10844,5,0,8,25,18,9,50,15,2,7,3,13,1
5406,8,1,4,8,3597,5,1,8,20,10,2,15,35,4,8,29,13,0
5407,4,3,0,8,13067,5,6,17,0,21,28,5,5,2,14,3,13,1
5408,4,0,5,8,13817,3,5,16,55,10,17,50,45,0,7,8,13,1
5409,1,0,5,8,11602,3,5,6,45,23,16,30,15,0,7,8,13,1
5410,4,3,0,8,13941,5,4,16,30,18,25,45,15,2,7,3,13,1
5411,4,3,0,8,14151,5,6,20,25,19,22,45,10,2,14,3,13,1
5412,3,0,2,8,3943,5,6,4,0,6,2,50,50,0,13,29,13,0
5413,4,3,0,5,10844,5,4,6,30,18,11,45,15,2,7,3,13,1
5414,8,4,3,8,2753,6,5,5,45,7,1,30,15,1,19,29,13,0
5415,4,2,1,8,14714,6,0,2,15,19,16,45,0,3,7,6,13,1
5416,6,2,1,8,9646,5,2,7,5,16,9,5,10,3,20,6,13,1
5417,4,2,1,8,15554,5,4,7,5,12,5,30,35,3,7,6,13,1
5418,1,0,5,8,13261,3,1,10,30,17,7,15,45,0,42,28,6,2
5419,4,0,5,5,11087,3,1,11,40,5,17,25,5,0,7,8,13,1
5420,4,2,1,5,11507,6,2,5,30,19,13,30,0,3,21,4,5,2
5421,6,2,1,8,9424,5,4,19,0,1,6,30,30,3,7,6,13,1
5422,2,0,2,8,4937,4,6,11,40,14,2,50,30,0,13,29,13,0
5423,8,0,2,7,3257,6,4,21,10,0,2,55,5,0,13,29,13,0
5424,3,0,2,8,4823,5,6,8,30,11,2,50,20,0,13,29,13,0
5425,3,1,4,8,5277,5,4,22,5,0,2,20,25,4,8,29,13,0
5426,8,3,0,8,3873,4,6,17,10,19,2,30,40,2,5,29,13,0
5427,4,3,0,5,10844,5,0,16,30,4,12,10,40,2,7,3,13,1
5428,6,2,1,8,7198,5,1,17,0,1,8,30,30,3,7,6,13,1
5429,1,2,1,8,6094,5,6,5,10,8,2,50,0,3,10,29,13,0
5430,3,0,2,8,3943,5,5,6,5,8,2,45,50,0,13,29,13,0
5431,3,0,2,8,3943,5,6,21,15,0,3,0,15,0,13,29,13,0
5432,4,3,0,8,12681,4,0,20,0,12,16,0,0,2,7,3,13,1
5433,10,0,2,8,5613,4,1,17,0,19,2,35,35,0,13,29,13,0
5434,8,3,0,8,3873,5,0,9,0,11,2,25,25,2,5,29,13,0
5435,4,2,1,5,12898,5,1,13,0,12,23,35,35,3,7,6,13,1
5436,4,2,1,8,15129,5,4,5,30,4,22,55,25,3,28,4,5,2
5437,8,1,4,8,3911,5,4,8,20,10,2,15,35,4,8,29,13,0
5438,3,2,1,8,6015,6,0,21,5,0,3,15,20,3,10,29,13,0
5439,4,0,5,8,54826,3,4,16,55,23,6,5,0,0,7,8,13,1
5440,3,2,1,8,5073,3,6,20,30,1,5,5,35,3,7,6,13,1
5441,3,1,4,8,4326,3,4,5,15,7,2,20,35,4,8,29,13,0
5442,1,2,1,8,9443,6,1,16,40,19,26,35,15,3,0,4,5,2
5443,4,4,3,8,8040,6,6,10,20,11,1,30,50,1,19,29,13,0
5444,4,0,2,8,7229,4,1,6,0,8,2,45,45,0,13,29,13,0
5445,3,0,2,8,3943,6,2,13,0,15,2,50,50,0,13,29,13,0
5446,1,0,5,8,14195,3,1,12,0,23,11,25,25,0,18,4,2,3
5447,4,2,1,8,13292,6,2,9,35,4,18,50,25,3,21,4,5,2
5448,3,3,0,8,4174,4,1,11,30,14,2,35,5,2,5,29,13,0
5449,4,0,5,8,16736,3,1,7,0,21,14,20,20,0,7,8,13,1
5450,4,0,2,5,5198,5,4,6,0,8,2,45,45,0,13,29,13,0
5451,6,2,1,8,15058,6,6,7,5,19,12,10,15,3,7,6,13,1
5452,3,2,1,8,5073,4,1,10,35,15,5,0,35,3,7,6,13,1
5453,6,2,1,8,10197,5,6,8,0,19,11,0,0,3,7,6,13,1
5454,8,1,4,7,3543,6,4,17,45,20,2,20,5,4,8,29,13,0
5455,4,0,2,5,7229,6,4,17,45,20,3,0,45,0,13,29,13,0
5456,1,2,1,8,10966,6,3,12,0,7,19,40,40,3,28,4,5,2
5457,4,3,0,5,11134,3,3,13,55,23,9,30,25,2,7,3,13,1
5458,0,3,0,8,3807,4,5,22,50,1,2,30,20,2,5,29,13,0
5459,1,0,2,8,5228,5,6,13,20,16,2,50,10,0,13,29,13,0
5460,3,1,4,8,3597,6,0,14,45,17,2,20,5,4,8,29,13,0
5461,0,0,2,8,4483,5,2,11,10,13,2,45,55,0,13,29,13,0
5462,4,2,1,5,10262,6,1,11,30,4,16,55,25,3,7,6,13,1
5463,8,2,1,7,5158,6,4,8,45,13,4,30,15,3,37,6,13,1
5464,1,0,5,8,6010,3,4,22,0,23,25,20,20,0,11,8,13,1
5465,4,2,1,8,13376,6,0,14,35,12,22,0,35,3,34,4,5,2
5466,4,2,1,8,11543,3,4,5,40,4,22,45,25,3,4,4,5,2
5467,6,2,1,5,15342,3,1,9,55,19,9,20,15,3,7,6,13,1
5468,8,0,5,8,6309,3,0,9,35,12,2,55,30,0,13,29,13,0
5469,10,0,2,8,5823,5,0,19,30,22,2,45,15,0,13,29,13,0
5470,10,0,5,8,5403,3,3,11,30,14,2,40,10,0,13,29,13,0
5471,8,3,0,8,3873,6,3,6,55,9,2,35,30,2,5,29,13,0
5472,4,2,1,5,12898,5,1,21,50,19,21,10,0,3,7,6,13,1
5473,3,2,1,8,6979,5,6,17,10,1,8,20,30,3,7,6,13,1
5474,1,3,0,8,13437,5,4,16,45,16,23,30,15,2,15,9,3,2
5475,4,2,1,5,6017,3,6,11,30,4,16,55,25,3,7,6,13,1
5476,4,2,1,5,14053,3,4,7,5,12,5,30,35,3,7,6,13,1
5477,3,1,4,8,7295,3,1,11,35,14,2,25,0,4,8,29,13,0
5478,4,3,0,8,13044,6,0,18,55,19,24,55,50,2,7,3,13,1
5479,4,0,2,5,4030,5,5,11,10,14,2,55,5,0,13,29,13,0
5480,1,0,5,8,13942,3,1,8,15,11,27,5,20,0,20,27,6,2
5481,4,3,0,8,14781,5,4,6,30,18,11,45,15,2,7,3,13,1
5482,8,0,5,8,3579,3,3,5,45,8,2,50,35,0,13,29,13,0
5483,1,2,1,8,10231,5,1,22,0,19,21,15,15,3,16,4,5,2
5484,3,2,1,8,5530,5,1,6,50,12,5,20,10,3,20,6,13,1
5485,4,3,0,5,10844,5,4,14,5,19,5,45,50,2,7,3,13,1
5486,1,2,1,8,8372,6,4,8,0,19,11,15,15,3,7,6,13,1
5487,4,2,1,8,16289,3,5,6,50,19,12,55,45,3,7,6,13,1
5488,1,2,1,8,11701,5,6,22,0,19,21,15,15,3,16,4,5,2
5489,7,2,1,8,11269,3,4,6,0,15,9,30,30,3,7,6,13,1
5490,6,2,1,8,9385,5,2,13,0,1,12,30,30,3,7,6,13,1
5491,4,3,0,8,14151,5,0,17,0,23,6,35,35,2,14,3,13,1
5492,4,0,2,5,4544,4,6,8,20,11,3,0,20,0,13,29,13,0
5493,4,0,5,5,11087,3,5,20,35,10,14,10,45,0,7,8,13,1
5494,3,3,0,8,5224,6,6,4,40,7,2,35,15,2,5,29,13,0
5495,3,3,0,8,4804,6,4,9,35,12,2,35,10,2,5,29,13,0
5496,1,4,3,8,6901,3,5,5,55,20,14,40,35,1,33,13,13,1
5497,6,2,1,5,5999,3,4,14,35,22,7,45,20,3,20,6,13,1
5498,10,0,2,8,5403,4,6,21,0,23,2,50,50,0,13,29,13,0
5499,4,2,1,8,13014,6,0,5,30,19,13,30,0,3,28,4,5,2
5500,4,4,3,5,4995,5,6,7,5,8,1,25,30,1,19,29,13,0
5501,4,3,0,8,13941,5,5,6,30,8,25,45,15,2,7,3,13,1
5502,4,2,1,5,11507,6,6,21,25,19,21,35,0,3,21,4,5,2
5503,6,2,1,8,12192,6,2,8,0,19,11,0,0,3,7,6,13,1
5504,6,2,1,8,7198,5,1,18,0,1,7,30,30,3,7,6,13,1
5505,3,2,1,8,5000,6,0,14,25,17,3,15,40,3,10,29,13,0
5506,8,3,0,7,3841,4,1,6,55,9,2,35,30,2,5,29,13,0
5507,4,2,1,8,12347,3,4,13,0,18,5,50,50,3,7,6,13,1
5508,10,1,4,8,11982,6,2,17,45,20,2,20,5,4,8,29,13,0
5509,4,2,1,5,13029,5,4,5,30,4,22,55,25,3,28,4,5,2
5510,4,0,5,8,16736,3,1,20,35,8,11,40,15,0,7,8,13,1
5511,3,3,0,8,4174,4,1,17,15,19,2,35,50,2,5,29,13,0
5512,8,3,0,7,3841,6,4,9,0,11,2,25,25,2,5,29,13,0
5513,4,2,1,8,17024,3,1,19,45,19,24,0,45,3,7,6,13,1
5514,3,0,2,8,3943,5,0,21,15,0,3,0,15,0,13,29,13,0
5515,3,2,1,8,6442,6,6,11,55,22,10,35,30,3,20,6,13,1
5516,1,2,1,8,11762,3,5,7,5,19,36,10,15,3,20,4,5,2
5517,8,3,0,8,4174,4,6,9,0,11,2,25,25,2,5,29,13,0
5518,3,3,0,8,4804,6,5,4,40,7,2,35,15,2,5,29,13,0
5519,6,2,1,8,13377,6,4,14,0,1,11,30,30,3,7,6,13,1
5520,4,0,2,8,7229,4,0,11,10,14,2,55,5,0,13,29,13,0
5521,3,0,5,8,8855,3,0,22,20,1,2,50,10,0,13,29,13,0
5522,6,2,1,8,7741,6,4,10,20,19,8,55,15,3,7,6,13,1
5523,4,0,5,8,22270,3,4,8,0,13,5,15,15,0,7,8,13,1
5524,6,2,1,8,7740,6,6,8,45,21,12,15,0,3,7,6,13,1
5525,1,3,0,8,14960,6,0,9,50,12,26,40,30,2,15,9,3,2
5526,4,2,1,8,12032,3,6,9,55,18,8,55,50,3,7,6,13,1
5527,1,4,3,8,5462,3,1,21,5,22,1,20,25,1,19,29,13,0
5528,4,2,1,8,12347,3,4,19,45,18,23,5,50,3,7,6,13,1
5529,1,1,4,8,3145,3,6,11,40,13,2,15,55,4,8,29,13,0
5530,4,0,5,5,7832,3,4,11,40,20,8,40,20,0,7,8,13,1
5531,3,3,0,8,4804,6,0,15,15,17,2,30,45,2,5,29,13,0
5532,3,2,1,8,10482,3,5,2,5,7,5,5,10,3,33,6,13,1
5533,4,2,1,5,12373,5,2,11,30,4,16,55,25,3,7,6,13,1
5534,6,2,1,8,10478,3,3,7,5,22,15,15,20,3,20,6,13,1
5535,4,2,1,5,13029,5,2,9,40,4,18,45,25,3,28,4,5,2
5536,1,2,1,8,6482,3,4,12,30,9,20,55,25,3,33,6,13,1
5537,4,2,1,8,15554,5,2,9,0,19,10,0,0,3,7,6,13,1
5538,6,2,1,8,11789,6,0,8,45,19,10,15,0,3,7,6,13,1
5539,3,3,0,8,9413,3,3,14,30,20,5,40,10,2,22,3,13,1
5540,1,3,0,8,7662,6,0,16,45,21,28,20,5,2,15,3,13,1
5541,6,2,1,8,7888,5,5,19,0,1,6,30,30,3,7,6,13,1
5542,0,3,0,8,5192,5,6,7,35,23,15,55,30,2,14,3,13,1
5543,6,2,1,5,6007,6,1,10,20,21,10,40,0,3,7,6,13,1
5544,4,2,1,5,12898,5,1,10,0,12,26,35,35,3,7,6,13,1
5545,1,0,5,8,11885,3,1,8,50,10,25,45,35,0,7,23,6,2
5546,10,3,0,8,14360,3,3,17,0,22,5,55,55,2,14,3,13,1
5547,1,3,0,8,14330,5,4,16,45,12,19,45,30,2,15,9,3,2
5548,6,2,1,8,6076,3,6,13,5,22,9,15,20,3,20,6,13,1
5549,8,3,0,8,4622,3,4,6,55,9,2,40,35,2,5,29,13,0
5550,4,3,0,8,14388,5,4,21,10,8,11,5,15,2,7,3,13,1
5551,6,2,1,8,9794,5,5,8,45,19,10,15,0,3,7,6,13,1
5552,3,3,0,8,4804,6,6,15,15,17,2,30,45,2,5,29,13,0
5553,4,3,0,5,9663,5,4,21,10,4,7,30,40,2,7,3,13,1
5554,2,2,1,8,5842,5,4,7,25,13,6,10,35,3,0,6,13,1
5555,6,2,1,8,15603,3,3,7,0,15,8,30,30,3,7,6,13,1
5556,3,3,0,8,5618,3,3,22,10,0,2,45,55,2,5,29,13,0
5557,3,3,0,8,6565,3,3,14,20,16,2,35,55,2,5,29,13,0
5558,8,2,1,8,5221,4,1,17,55,22,4,55,50,3,6,6,13,1
5559,4,2,1,5,10368,6,4,9,40,19,9,20,0,3,28,4,5,2
5560,1,2,1,8,7480,6,1,20,40,9,12,45,25,3,33,6,13,1
5561,4,2,1,8,13882,6,0,11,45,12,24,50,35,3,32,4,5,2
5562,3,2,1,8,6442,6,1,6,50,16,9,20,10,3,20,6,13,1
5563,3,0,2,8,4823,6,1,7,10,10,2,55,5,0,13,29,13,0
5564,8,3,0,8,3873,5,5,17,10,19,2,30,40,2,5,29,13,0
5565,4,3,0,8,12121,5,2,17,0,10,17,55,55,2,14,3,13,1
5566,3,0,2,8,4423,4,2,10,10,13,2,50,0,0,13,29,13,0
5567,1,3,0,8,5510,6,1,14,15,16,2,30,45,2,5,29,13,0
5568,4,0,2,8,7229,4,5,8,20,11,3,0,20,0,13,29,13,0
5569,4,2,1,5,10577,6,0,19,45,12,16,50,35,3,7,6,13,1
5570,4,4,3,8,8040,3,6,10,20,11,1,30,50,1,19,29,13,0
5571,4,2,1,8,14714,6,6,13,0,19,6,0,0,3,7,6,13,1
5572,4,0,2,5,7229,6,0,6,0,8,2,45,45,0,13,29,13,0
5573,6,2,1,8,6653,3,4,7,5,21,14,15,20,3,20,22,5,2
5574,3,2,1,8,6442,6,1,5,5,16,11,5,10,3,20,6,13,1
5575,3,3,0,8,4804,5,4,21,25,0,2,40,5,2,5,29,13,0
5576,1,2,1,8,9417,5,4,13,15,9,20,10,25,3,20,22,5,2
5577,4,3,0,5,10844,5,0,18,55,19,24,55,50,2,7,3,13,1
5578,4,0,2,8,7229,5,4,17,45,20,3,0,45,0,13,29,13,0
5579,4,2,1,5,15400,3,1,9,0,18,9,50,50,3,7,6,13,1
5580,3,2,1,8,6416,6,2,8,30,21,12,30,0,3,7,6,13,1
5581,1,0,2,8,5176,4,1,13,20,16,2,50,10,0,13,29,13,0
5582,3,2,1,8,9264,3,4,16,0,1,9,35,35,3,7,6,13,1
5583,6,2,1,8,13587,6,4,9,0,21,12,0,0,3,7,6,13,1
5584,8,1,4,8,3597,5,2,8,20,10,2,15,35,4,8,29,13,0
5585,0,0,2,8,4282,4,2,4,55,7,2,50,45,0,13,29,13,0
5586,4,4,3,5,4995,6,4,7,5,8,1,25,30,1,19,29,13,0
5587,3,3,0,8,4804,6,3,20,20,22,2,35,55,2,5,29,13,0
5588,4,3,0,5,10844,5,6,6,30,16,9,50,20,2,7,3,13,1
5589,4,2,1,8,14714,6,3,21,50,12,14,45,35,3,7,6,13,1
5590,4,3,0,8,14571,6,4,21,10,9,12,10,20,2,7,3,13,1
5591,4,0,5,5,7832,3,4,11,40,11,23,45,25,0,7,8,13,1
5592,4,3,0,8,11467,4,0,20,25,18,21,35,0,2,14,3,13,1
5593,4,3,0,8,10953,5,4,17,0,10,17,55,55,2,14,3,13,1
5594,3,3,0,8,4148,3,5,20,25,23,2,40,5,2,5,29,13,0
5595,8,3,0,8,3873,5,4,9,0,11,2,25,25,2,5,29,13,0
5596,3,0,2,8,3943,4,2,22,10,1,2,50,0,0,13,29,13,0
5597,0,2,1,8,6151,3,6,16,45,22,5,30,15,3,6,6,13,1
5598,10,4,3,8,12080,3,5,8,45,22,14,10,55,1,14,13,13,1
5599,4,3,0,8,13584,5,4,20,0,10,14,5,5,2,7,3,13,1
5600,3,2,1,8,6979,5,6,11,25,1,14,5,30,3,7,6,13,1
5601,0,0,5,8,4482,3,5,23,25,2,2,45,10,0,13,29,13,0
5602,3,3,0,8,6284,4,0,18,5,23,5,25,30,2,34,3,13,1
5603,3,3,0,8,4226,5,0,19,35,23,3,40,15,2,2,3,13,1
5604,3,2,1,8,6442,3,5,6,40,16,9,30,10,3,20,6,13,1
5605,4,2,1,5,12373,5,2,19,45,4,8,40,25,3,7,6,13,1
5606,4,0,5,8,11297,3,5,5,50,15,9,10,0,0,3,8,13,1
5607,1,3,0,8,14083,5,0,10,0,1,15,20,20,2,14,7,3,2
5608,4,2,1,5,7202,6,6,11,0,14,3,15,15,3,10,29,13,0
5609,6,2,1,8,11667,3,4,9,0,18,9,50,50,3,7,6,13,1
5610,4,3,0,5,10844,5,0,18,55,18,23,20,15,2,7,3,13,1
5611,1,0,5,8,5932,3,0,11,50,8,21,5,55,0,33,8,13,1
5612,6,2,1,8,9001,6,1,8,45,19,10,30,15,3,7,6,13,1
5613,4,3,0,5,13469,6,4,17,0,23,6,35,35,2,14,3,13,1
5614,3,4,3,8,2227,6,2,21,20,22,1,30,50,1,19,29,13,0
5615,3,2,1,8,5636,5,6,7,15,12,5,15,30,3,33,6,13,1
5616,6,2,1,8,15965,6,4,15,5,1,10,25,30,3,21,4,5,2
5617,3,2,1,8,5054,6,1,20,25,1,5,5,30,3,7,6,13,1
5618,6,2,1,5,5999,3,4,7,10,16,9,0,10,3,20,6,13,1
5619,3,0,2,8,4823,5,2,7,10,10,2,55,5,0,13,29,13,0
5620,8,3,0,8,8479,6,0,11,35,18,7,15,50,2,31,3,13,1
5621,10,3,0,8,8452,5,6,7,10,22,15,30,40,2,14,3,13,1
5622,4,2,1,8,14924,6,6,8,0,19,11,0,0,3,7,6,13,1
5623,1,2,1,8,10441,6,6,19,45,19,23,30,15,3,0,4,5,2
5624,6,2,1,8,7485,5,5,6,0,21,15,0,0,3,7,6,13,1
5625,4,0,2,5,6478,6,4,8,20,11,3,0,20,0,13,29,13,0
5626,4,2,1,8,15129,5,1,13,25,19,29,35,0,3,0,4,5,2
5627,3,3,0,8,3809,5,2,19,20,23,4,25,45,2,20,3,13,1
5628,4,2,1,0,18581,6,1,8,0,19,11,0,0,3,7,6,13,1
5629,3,3,0,8,5224,6,0,22,15,0,2,35,50,2,5,29,13,0
5630,3,2,1,8,8330,5,4,17,10,1,8,20,30,3,7,6,13,1
5631,1,0,2,8,6961,6,0,10,0,12,2,45,45,0,13,29,13,0
5632,4,2,1,5,10262,6,0,8,0,19,11,0,0,3,7,6,13,1
5633,3,4,3,8,2754,6,0,2,35,4,1,30,5,1,19,29,13,0
5634,6,2,1,8,13727,5,2,15,0,1,10,30,30,3,7,6,13,1
5635,2,0,2,8,3898,4,2,20,55,23,2,45,40,0,13,29,13,0
5636,4,0,5,5,11087,3,5,22,55,12,13,30,25,0,7,8,13,1
5637,0,0,2,8,3383,4,5,23,55,2,2,50,45,0,13,29,13,0
5638,4,2,1,8,12557,3,4,17,30,18,25,20,50,3,7,6,13,1
5639,4,2,1,5,8273,3,4,6,20,4,22,5,25,3,24,4,5,2
5640,1,4,3,8,9736,3,5,10,5,19,9,5,10,1,38,28,9,2
5641,4,2,1,5,10262,6,1,17,30,19,25,30,0,3,7,6,13,1
5642,4,2,1,8,11664,4,6,5,30,19,13,30,0,3,21,4,5,2
5643,3,0,2,8,4591,5,2,23,30,2,2,50,20,0,13,29,13,0
5644,4,0,5,5,13502,3,1,14,5,19,5,5,10,0,7,8,13,1
5645,1,2,1,8,8372,6,4,13,0,19,6,15,15,3,7,6,13,1
5646,1,0,2,8,6121,4,3,6,10,8,2,45,55,0,13,29,13,0
5647,10,0,5,8,5613,3,4,16,0,18,2,35,35,0,13,29,13,0
5648,3,2,1,8,5298,4,5,6,50,12,5,20,10,3,20,6,13,1
5649,4,2,1,8,15764,3,5,2,15,19,17,30,45,3,7,6,13,1
5650,0,2,1,8,6253,6,2,7,55,22,14,30,25,3,6,6,13,1
5651,4,3,0,5,8586,5,2,5,45,12,6,15,0,2,7,3,13,1
5652,4,2,1,8,12273,3,6,6,20,4,22,5,25,3,24,4,5,2
5653,3,4,3,8,2227,5,6,21,20,22,1,30,50,1,19,29,13,0
5654,4,0,2,5,5769,6,0,19,50,22,3,0,50,0,13,29,13,0
5655,10,2,1,8,6216,4,4,14,40,17,3,10,50,3,10,29,13,0
5656,3,2,1,8,6386,6,6,2,0,7,5,45,45,3,6,6,13,1
5657,6,2,1,8,16108,6,3,10,0,19,9,15,15,3,7,6,13,1
5658,8,3,0,8,3873,5,0,22,20,0,2,20,40,2,5,29,13,0
5659,3,2,1,8,6270,4,6,10,35,1,14,55,30,3,7,6,13,1
5660,1,0,2,8,5911,4,6,21,5,23,2,50,55,0,13,29,13,0
5661,6,2,1,8,15077,3,1,9,10,19,10,5,15,3,7,6,13,1
5662,4,0,5,8,31825,3,4,20,35,11,14,50,25,0,7,8,13,1
5663,8,3,0,8,8479,5,6,11,35,18,7,15,50,2,31,3,13,1
5664,10,3,0,8,9397,5,4,7,10,9,25,55,5,2,14,3,13,1
5665,4,2,1,5,10262,6,6,9,0,12,27,35,35,3,7,6,13,1
5666,3,2,1,8,4729,4,1,5,35,8,3,15,50,3,10,29,13,0
5667,4,2,1,8,14714,6,3,17,30,19,25,30,0,3,7,6,13,1
5668,3,3,0,8,4804,5,6,17,15,19,2,35,50,2,5,29,13,0
5669,3,3,0,8,4804,6,6,20,25,23,2,45,10,2,5,29,13,0
5670,1,4,3,8,2050,4,0,21,5,22,1,20,25,1,19,29,13,0
5671,6,2,1,8,8371,3,6,7,30,19,11,45,15,3,7,6,13,1
5672,6,2,1,8,12192,6,4,10,0,19,9,0,0,3,7,6,13,1
5673,7,2,1,8,14629,3,4,6,0,18,12,50,50,3,7,6,13,1
5674,3,0,2,8,4823,4,6,18,25,21,2,55,20,0,13,29,13,0
5675,6,2,1,8,14323,5,4,13,0,19,6,15,15,3,7,6,13,1
5676,4,2,1,8,15129,5,4,13,25,12,23,10,35,3,0,4,5,2
5677,3,2,1,8,6758,5,2,6,40,21,14,20,0,3,7,6,13,1
5678,6,2,1,8,14848,5,5,9,0,19,10,15,15,3,7,6,13,1
5679,1,0,5,8,12358,3,3,6,45,10,27,50,35,0,7,23,6,2
5680,4,0,2,5,4030,5,5,18,55,22,3,5,0,0,13,29,13,0
5681,1,3,0,8,4960,3,5,14,15,16,2,30,45,2,5,29,13,0
5682,1,2,1,8,8656,3,6,16,40,19,26,35,15,3,0,4,5,2
5683,3,2,1,8,14871,3,1,9,10,21,11,50,0,3,7,6,13,1
5684,2,2,1,8,4563,3,6,6,0,13,7,20,20,3,0,6,13,1
5685,3,4,3,8,4784,3,1,21,20,22,1,25,45,1,19,29,13,0
5686,3,0,2,8,4823,6,3,20,0,22,2,50,50,0,13,29,13,0
5687,10,1,4,8,3687,5,5,7,5,9,2,15,20,4,8,29,13,0
5688,4,0,2,8,7229,4,2,15,15,18,2,55,10,0,13,29,13,0
5689,4,0,2,8,7229,4,1,7,10,10,3,0,10,0,13,29,13,0
5690,1,2,1,8,7174,4,3,6,10,23,16,50,0,3,6,6,13,1
5691,1,2,1,8,11071,3,4,6,50,7,24,50,40,3,9,4,5,2
5692,3,2,1,8,6979,5,6,4,55,21,16,5,0,3,7,6,13,1
5693,3,1,4,8,3850,5,6,7,55,10,2,20,15,4,8,29,13,0
5694,4,3,0,8,13044,6,0,20,0,9,13,20,20,2,7,3,13,1
5695,4,2,1,5,12373,5,2,20,55,4,7,30,25,3,7,6,13,1
5696,1,2,1,8,13801,5,2,13,20,7,18,20,40,3,41,4,5,2
5697,3,0,2,8,4823,6,3,8,30,11,2,50,20,0,13,29,13,0
5698,1,2,1,8,6587,6,0,5,15,6,25,35,50,3,40,6,13,1
5699,3,4,3,8,2227,6,6,20,5,21,1,35,40,1,19,29,13,0
5700,4,3,0,8,14151,6,0,17,0,14,21,25,25,2,14,3,13,1
5701,1,0,5,8,25430,3,4,8,50,23,38,35,25,0,7,2,6,2
5702,8,0,2,7,4319,6,4,21,10,0,2,55,5,0,13,29,13,0
5703,1,2,1,8,14462,3,3,4,0,7,27,40,40,3,7,6,13,1
5704,4,3,0,5,8586,5,5,6,30,10,27,35,5,2,7,3,13,1
5705,1,3,0,8,7662,6,0,9,50,21,11,15,5,2,15,3,13,1
5706,4,4,3,5,4995,5,5,7,5,8,1,25,30,1,19,29,13,0
5707,6,2,1,8,7408,6,0,9,0,21,12,0,0,3,7,6,13,1
5708,4,4,3,8,5678,3,0,19,35,21,1,30,5,1,19,29,13,0
5709,4,4,3,8,5678,6,0,19,35,21,1,30,5,1,19,29,13,0
5710,4,0,5,8,26890,3,4,8,55,0,15,50,45,0,7,8,13,1
5711,1,4,3,8,13904,3,1,6,0,19,37,25,25,1,4,9,9,2
5712,4,2,1,5,15318,6,3,20,0,4,8,25,25,3,1,4,5,2
5713,10,3,0,8,8452,5,6,20,20,22,26,20,40,2,14,3,13,1
5714,3,2,1,8,6314,6,0,10,35,21,10,25,0,3,7,6,13,1
5715,1,3,0,8,10203,5,2,10,0,20,10,25,25,2,14,3,13,1
5716,8,1,4,8,3597,6,2,8,20,10,2,15,35,4,8,29,13,0
5717,6,2,1,8,8266,6,0,10,20,19,8,55,15,3,7,6,13,1
5718,4,2,1,5,12373,5,2,21,50,12,14,45,35,3,7,6,13,1
5719,4,0,5,8,36235,3,4,14,5,21,7,15,20,0,7,8,13,1
5720,3,2,1,8,14871,3,3,8,25,21,12,35,0,3,7,6,13,1
5721,4,0,2,8,7229,4,6,17,45,20,3,0,45,0,13,29,13,0
5722,3,3,0,8,4804,4,6,22,15,0,2,35,50,2,5,29,13,0
5723,3,0,5,8,7303,3,3,20,0,22,2,55,55,0,13,29,13,0
5724,6,2,1,8,13587,6,3,11,30,21,9,30,0,3,7,6,13,1
5725,6,2,1,8,7740,5,2,14,55,22,7,35,30,3,20,6,13,1
5726,3,1,4,8,7295,3,4,14,40,17,2,25,5,4,8,29,13,0
5727,6,2,1,8,18916,3,3,18,15,1,7,20,35,3,7,6,13,1
5728,6,2,1,8,8266,5,5,12,50,19,6,25,15,3,7,6,13,1
5729,4,2,1,5,12373,5,2,2,15,4,26,10,25,3,7,6,13,1
5730,6,2,1,8,11188,5,2,13,15,22,9,15,30,3,20,6,13,1
5731,4,3,0,8,14151,5,2,9,35,18,8,25,0,2,14,3,13,1
5732,4,2,1,8,14714,6,3,8,0,19,11,0,0,3,7,6,13,1
5733,4,0,2,8,7229,4,5,7,10,10,3,0,10,0,13,29,13,0
5734,4,2,1,8,12242,3,6,9,0,4,19,25,25,3,7,6,13,1
5735,4,0,5,5,9134,3,0,7,0,12,5,25,25,0,7,8,13,1
5736,3,0,2,8,3943,5,2,22,10,1,2,50,0,0,13,29,13,0
5737,1,0,2,8,6961,6,3,10,0,12,2,45,45,0,13,29,13,0
5738,4,4,3,8,23843,3,5,8,15,16,8,20,35,1,29,9,9,2
5739,8,1,4,8,3597,5,0,9,45,12,2,15,0,4,8,29,13,0
5740,6,2,1,8,7408,6,4,13,0,21,8,0,0,3,7,6,13,1
5741,8,0,2,7,3257,5,1,5,55,8,2,40,35,0,13,29,13,0
5742,8,4,3,7,1965,5,6,5,45,7,1,30,15,1,19,29,13,0
5743,6,2,1,8,9100,3,6,6,40,19,12,35,15,3,7,6,13,1
5744,1,4,3,8,3100,6,5,19,30,20,1,15,45,1,19,29,13,0
5745,4,0,5,8,26890,3,4,8,0,18,10,25,25,0,7,8,13,1
5746,4,0,2,8,8016,6,1,17,45,20,3,0,45,0,13,29,13,0
